geo_level,geo_name,metric,metric_value,race_or_ethnicity,number_of_employees,number_of_employer_firms
state,Iowa,Firm Receipt Amount,"$50,000 to $99,999",White,5030,4412
state,Connecticut,Firm Receipt Amount,"$50,000 to $99,999",White,3347,3353
national,United States,Firm Receipt Amount,"$50,000 to $99,999",White,386237,345513
state,Maryland,Firm Receipt Amount,"$50,000 to $99,999",White,7191,5348
state,Michigan,Firm Receipt Amount,"$50,000 to $99,999",White,9511,9610
state,New Jersey,Firm Receipt Amount,"$50,000 to $99,999",White,8342,8373
state,North Dakota,Firm Receipt Amount,"$50,000 to $99,999",White,2602,1485
state,Florida,Firm Receipt Amount,"$50,000 to $99,999",White,36361,35258
state,Illinois,Firm Receipt Amount,"$50,000 to $99,999",White,16590,15957
state,Massachusetts,Firm Receipt Amount,"$50,000 to $99,999",White,6374,6601
state,New Hampshire,Firm Receipt Amount,"$50,000 to $99,999",White,2066,1495
state,Vermont,Firm Receipt Amount,"$50,000 to $99,999",White,996,1183
state,Nebraska,Firm Receipt Amount,"$50,000 to $99,999",White,3099,2837
state,New Mexico,Firm Receipt Amount,"$50,000 to $99,999",White,1482,1229
state,Delaware,Firm Receipt Amount,"$50,000 to $99,999",White,1114,1202
state,Maine,Firm Receipt Amount,"$50,000 to $99,999",White,2890,2926
state,Missouri,Firm Receipt Amount,"$50,000 to $99,999",White,8251,6381
state,Minnesota,Firm Receipt Amount,"$50,000 to $99,999",White,9542,8431
state,Hawaii,Firm Receipt Amount,"$50,000 to $99,999",White,582,640
state,Tennessee,Firm Receipt Amount,"$50,000 to $99,999",White,4657,4225
state,Oklahoma,Firm Receipt Amount,"$50,000 to $99,999",White,5076,4304
state,Indiana,Firm Receipt Amount,"$50,000 to $99,999",White,8961,6991
state,Louisiana,Firm Receipt Amount,"$50,000 to $99,999",White,4291,3933
state,Georgia,Firm Receipt Amount,"$50,000 to $99,999",White,10088,10665
state,Colorado,Firm Receipt Amount,"$50,000 to $99,999",White,9464,10136
state,Idaho,Firm Receipt Amount,"$50,000 to $99,999",White,3677,3257
state,Wisconsin,Firm Receipt Amount,"$50,000 to $99,999",White,7621,6202
state,Utah,Firm Receipt Amount,"$50,000 to $99,999",White,5600,5868
state,Ohio,Firm Receipt Amount,"$50,000 to $99,999",White,17385,11091
state,New York,Firm Receipt Amount,"$50,000 to $99,999",White,24001,23933
state,South Dakota,Firm Receipt Amount,"$50,000 to $99,999",White,1774,1480
state,West Virginia,Firm Receipt Amount,"$50,000 to $99,999",White,1554,1217
state,California,Firm Receipt Amount,"$50,000 to $99,999",White,31002,30875
state,Alaska,Firm Receipt Amount,"$50,000 to $99,999",White,894,949
state,Oregon,Firm Receipt Amount,"$50,000 to $99,999",White,6065,5611
state,Nevada,Firm Receipt Amount,"$50,000 to $99,999",White,2828,2738
state,Arkansas,Firm Receipt Amount,"$50,000 to $99,999",White,3681,2876
state,Kansas,Firm Receipt Amount,"$50,000 to $99,999",White,4412,3640
state,Washington,Firm Receipt Amount,"$50,000 to $99,999",White,9491,9028
state,District of Columbia,Firm Receipt Amount,"$50,000 to $99,999",White,503,469
state,Texas,Firm Receipt Amount,"$50,000 to $99,999",White,30433,19736
state,Virginia,Firm Receipt Amount,"$50,000 to $99,999",White,9836,8334
state,Rhode Island,Firm Receipt Amount,"$50,000 to $99,999",White,1746,1402
state,Alabama,Firm Receipt Amount,"$50,000 to $99,999",White,4743,3898
state,Montana,Firm Receipt Amount,"$50,000 to $99,999",White,3353,2755
state,Wyoming,Firm Receipt Amount,"$50,000 to $99,999",White,1996,1380
state,North Carolina,Firm Receipt Amount,"$50,000 to $99,999",White,11464,11510
state,South Carolina,Firm Receipt Amount,"$50,000 to $99,999",White,5046,4707
state,Pennsylvania,Firm Receipt Amount,"$50,000 to $99,999",White,15245,12795
state,Kentucky,Firm Receipt Amount,"$50,000 to $99,999",White,4340,3854
state,Arizona,Firm Receipt Amount,"$50,000 to $99,999",White,6483,6743
state,Mississippi,Firm Receipt Amount,"$50,000 to $99,999",White,3155,2190
state,Kentucky,Firm Receipt Amount,"$100,000 to $249,999",White,15845,8885
state,Connecticut,Firm Receipt Amount,"$100,000 to $249,999",White,12983,7713
state,New York,Firm Receipt Amount,"$100,000 to $249,999",White,87396,58673
state,Massachusetts,Firm Receipt Amount,"$100,000 to $249,999",White,29784,18622
state,Idaho,Firm Receipt Amount,"$100,000 to $249,999",White,12785,7578
state,Hawaii,Firm Receipt Amount,"$100,000 to $249,999",White,2665,1741
state,Illinois,Firm Receipt Amount,"$100,000 to $249,999",White,53931,37104
state,Florida,Firm Receipt Amount,"$100,000 to $249,999",White,99604,68072
state,Ohio,Firm Receipt Amount,"$100,000 to $249,999",White,50091,25341
state,New Hampshire,Firm Receipt Amount,"$100,000 to $249,999",White,7007,4000
state,New Mexico,Firm Receipt Amount,"$100,000 to $249,999",White,6649,3854
state,Minnesota,Firm Receipt Amount,"$100,000 to $249,999",White,30646,18975
state,Alabama,Firm Receipt Amount,"$100,000 to $249,999",White,15199,8606
state,New Jersey,Firm Receipt Amount,"$100,000 to $249,999",White,32482,20760
state,Tennessee,Firm Receipt Amount,"$100,000 to $249,999",White,21911,11904
state,Virginia,Firm Receipt Amount,"$100,000 to $249,999",White,32375,19258
state,Alaska,Firm Receipt Amount,"$100,000 to $249,999",White,2814,2375
state,Louisiana,Firm Receipt Amount,"$100,000 to $249,999",White,22122,10144
state,North Dakota,Firm Receipt Amount,"$100,000 to $249,999",White,5810,3430
state,California,Firm Receipt Amount,"$100,000 to $249,999",White,110740,80620
state,Delaware,Firm Receipt Amount,"$100,000 to $249,999",White,4397,2463
state,Kansas,Firm Receipt Amount,"$100,000 to $249,999",White,16490,8496
state,Maryland,Firm Receipt Amount,"$100,000 to $249,999",White,17062,11448
state,Georgia,Firm Receipt Amount,"$100,000 to $249,999",White,36000,24192
state,Rhode Island,Firm Receipt Amount,"$100,000 to $249,999",White,5856,3690
state,North Carolina,Firm Receipt Amount,"$100,000 to $249,999",White,48119,26726
state,South Carolina,Firm Receipt Amount,"$100,000 to $249,999",White,20453,11822
state,Colorado,Firm Receipt Amount,"$100,000 to $249,999",White,34362,24386
state,Maine,Firm Receipt Amount,"$100,000 to $249,999",White,9031,5918
state,Arizona,Firm Receipt Amount,"$100,000 to $249,999",White,22474,16670
state,South Dakota,Firm Receipt Amount,"$100,000 to $249,999",White,6724,3239
state,Nevada,Firm Receipt Amount,"$100,000 to $249,999",White,10709,7072
state,Oklahoma,Firm Receipt Amount,"$100,000 to $249,999",White,16947,9460
state,Wyoming,Firm Receipt Amount,"$100,000 to $249,999",White,4135,2591
state,Montana,Firm Receipt Amount,"$100,000 to $249,999",White,10814,6347
state,Utah,Firm Receipt Amount,"$100,000 to $249,999",White,19502,12201
state,Wisconsin,Firm Receipt Amount,"$100,000 to $249,999",White,33033,16826
state,Michigan,Firm Receipt Amount,"$100,000 to $249,999",White,44330,25530
state,Washington,Firm Receipt Amount,"$100,000 to $249,999",White,32203,21911
state,Nebraska,Firm Receipt Amount,"$100,000 to $249,999",White,11011,7004
state,Vermont,Firm Receipt Amount,"$100,000 to $249,999",White,4364,2891
national,United States,Firm Receipt Amount,"$100,000 to $249,999",White,1337295,823547
state,Oregon,Firm Receipt Amount,"$100,000 to $249,999",White,24521,14181
state,Mississippi,Firm Receipt Amount,"$100,000 to $249,999",White,10328,5135
state,District of Columbia,Firm Receipt Amount,"$100,000 to $249,999",White,1803,1062
state,Indiana,Firm Receipt Amount,"$100,000 to $249,999",White,32066,16143
state,Texas,Firm Receipt Amount,"$100,000 to $249,999",White,76955,47367
state,Pennsylvania,Firm Receipt Amount,"$100,000 to $249,999",White,61833,33243
state,Arkansas,Firm Receipt Amount,"$100,000 to $249,999",White,15348,8498
state,Missouri,Firm Receipt Amount,"$100,000 to $249,999",White,29925,16086
state,Iowa,Firm Receipt Amount,"$100,000 to $249,999",White,16380,9964
state,West Virginia,Firm Receipt Amount,"$100,000 to $249,999",White,7278,3625
state,Minnesota,Firm Receipt Amount,"$250,000 to $499,999",White,49594,16733
state,Colorado,Firm Receipt Amount,"$250,000 to $499,999",White,56808,21169
state,Georgia,Firm Receipt Amount,"$250,000 to $499,999",White,61523,22305
state,Montana,Firm Receipt Amount,"$250,000 to $499,999",White,17763,5570
national,United States,Firm Receipt Amount,"$250,000 to $499,999",White,2456903,831666
state,California,Firm Receipt Amount,"$250,000 to $499,999",White,208608,86681
state,North Carolina,Firm Receipt Amount,"$250,000 to $499,999",White,90686,27387
state,New Mexico,Firm Receipt Amount,"$250,000 to $499,999",White,12021,3796
state,Utah,Firm Receipt Amount,"$250,000 to $499,999",White,30252,11582
state,New Jersey,Firm Receipt Amount,"$250,000 to $499,999",White,72613,24259
state,Michigan,Firm Receipt Amount,"$250,000 to $499,999",White,77672,25255
state,Oregon,Firm Receipt Amount,"$250,000 to $499,999",White,41944,13757
state,Nevada,Firm Receipt Amount,"$250,000 to $499,999",White,21992,7112
state,Missouri,Firm Receipt Amount,"$250,000 to $499,999",White,55433,16605
state,Washington,Firm Receipt Amount,"$250,000 to $499,999",White,61916,22424
state,Alabama,Firm Receipt Amount,"$250,000 to $499,999",White,36979,10950
state,Mississippi,Firm Receipt Amount,"$250,000 to $499,999",White,17115,5725
state,New Hampshire,Firm Receipt Amount,"$250,000 to $499,999",White,13138,4418
state,South Dakota,Firm Receipt Amount,"$250,000 to $499,999",White,14002,4038
state,Kansas,Firm Receipt Amount,"$250,000 to $499,999",White,26693,8450
state,Vermont,Firm Receipt Amount,"$250,000 to $499,999",White,10793,3082
state,Oklahoma,Firm Receipt Amount,"$250,000 to $499,999",White,35710,11113
state,Hawaii,Firm Receipt Amount,"$250,000 to $499,999",White,5111,1855
state,West Virginia,Firm Receipt Amount,"$250,000 to $499,999",White,15157,3787
state,Massachusetts,Firm Receipt Amount,"$250,000 to $499,999",White,56292,21040
state,Illinois,Firm Receipt Amount,"$250,000 to $499,999",White,93227,33821
state,Rhode Island,Firm Receipt Amount,"$250,000 to $499,999",White,12076,3982
state,Nebraska,Firm Receipt Amount,"$250,000 to $499,999",White,23726,6527
state,Arkansas,Firm Receipt Amount,"$250,000 to $499,999",White,19471,6871
state,South Carolina,Firm Receipt Amount,"$250,000 to $499,999",White,39129,12881
state,Indiana,Firm Receipt Amount,"$250,000 to $499,999",White,53295,15391
state,Florida,Firm Receipt Amount,"$250,000 to $499,999",White,156645,59893
state,Louisiana,Firm Receipt Amount,"$250,000 to $499,999",White,31297,10495
state,Pennsylvania,Firm Receipt Amount,"$250,000 to $499,999",White,112476,33005
state,Kentucky,Firm Receipt Amount,"$250,000 to $499,999",White,31580,9416
state,Arizona,Firm Receipt Amount,"$250,000 to $499,999",White,48059,16878
state,North Dakota,Firm Receipt Amount,"$250,000 to $499,999",White,9074,2663
state,Wisconsin,Firm Receipt Amount,"$250,000 to $499,999",White,62407,17304
state,Wyoming,Firm Receipt Amount,"$250,000 to $499,999",White,9090,3259
state,Texas,Firm Receipt Amount,"$250,000 to $499,999",White,163377,53710
state,New York,Firm Receipt Amount,"$250,000 to $499,999",White,135042,53482
state,Delaware,Firm Receipt Amount,"$250,000 to $499,999",White,7991,2663
state,Maryland,Firm Receipt Amount,"$250,000 to $499,999",White,38824,13236
state,Iowa,Firm Receipt Amount,"$250,000 to $499,999",White,33035,10053
state,Virginia,Firm Receipt Amount,"$250,000 to $499,999",White,64714,19686
state,Connecticut,Firm Receipt Amount,"$250,000 to $499,999",White,29719,9801
state,Idaho,Firm Receipt Amount,"$250,000 to $499,999",White,20095,7124
state,Maine,Firm Receipt Amount,"$250,000 to $499,999",White,17706,5997
state,Ohio,Firm Receipt Amount,"$250,000 to $499,999",White,98156,27591
state,Alaska,Firm Receipt Amount,"$250,000 to $499,999",White,5831,2284
state,Tennessee,Firm Receipt Amount,"$250,000 to $499,999",White,47769,13573
state,District of Columbia,Firm Receipt Amount,"$250,000 to $499,999",White,3275,1388
state,Texas,Firm Receipt Amount,"$500,000 to $999,999",White,239017,47738
state,Montana,Firm Receipt Amount,"$500,000 to $999,999",White,20735,4182
state,Michigan,Firm Receipt Amount,"$500,000 to $999,999",White,135399,24230
state,Washington,Firm Receipt Amount,"$500,000 to $999,999",White,85632,17946
state,Florida,Firm Receipt Amount,"$500,000 to $999,999",White,241725,51751
state,Tennessee,Firm Receipt Amount,"$500,000 to $999,999",White,74810,12988
state,New York,Firm Receipt Amount,"$500,000 to $999,999",White,221297,48840
state,Missouri,Firm Receipt Amount,"$500,000 to $999,999",White,86237,14415
state,Connecticut,Firm Receipt Amount,"$500,000 to $999,999",White,47789,9858
state,West Virginia,Firm Receipt Amount,"$500,000 to $999,999",White,21245,3550
state,Alabama,Firm Receipt Amount,"$500,000 to $999,999",White,52439,9311
state,Hawaii,Firm Receipt Amount,"$500,000 to $999,999",White,8694,1811
state,Illinois,Firm Receipt Amount,"$500,000 to $999,999",White,126716,27729
state,New Mexico,Firm Receipt Amount,"$500,000 to $999,999",White,16343,2918
state,South Carolina,Firm Receipt Amount,"$500,000 to $999,999",White,58719,11202
state,New Hampshire,Firm Receipt Amount,"$500,000 to $999,999",White,24721,4600
state,Nebraska,Firm Receipt Amount,"$500,000 to $999,999",White,32676,5771
state,Pennsylvania,Firm Receipt Amount,"$500,000 to $999,999",White,178985,31763
state,Ohio,Firm Receipt Amount,"$500,000 to $999,999",White,145117,24356
state,California,Firm Receipt Amount,"$500,000 to $999,999",White,352282,81781
state,New Jersey,Firm Receipt Amount,"$500,000 to $999,999",White,110290,22850
state,Vermont,Firm Receipt Amount,"$500,000 to $999,999",White,11023,2331
state,North Dakota,Firm Receipt Amount,"$500,000 to $999,999",White,15543,2347
state,Massachusetts,Firm Receipt Amount,"$500,000 to $999,999",White,76777,18085
state,Colorado,Firm Receipt Amount,"$500,000 to $999,999",White,88211,17675
state,Kansas,Firm Receipt Amount,"$500,000 to $999,999",White,39607,6954
state,Nevada,Firm Receipt Amount,"$500,000 to $999,999",White,30747,6565
state,Rhode Island,Firm Receipt Amount,"$500,000 to $999,999",White,18309,3406
state,Wyoming,Firm Receipt Amount,"$500,000 to $999,999",White,14603,2698
state,Idaho,Firm Receipt Amount,"$500,000 to $999,999",White,38582,6464
state,Maine,Firm Receipt Amount,"$500,000 to $999,999",White,22769,4595
state,Arkansas,Firm Receipt Amount,"$500,000 to $999,999",White,30688,6290
state,South Dakota,Firm Receipt Amount,"$500,000 to $999,999",White,16941,3179
state,Oklahoma,Firm Receipt Amount,"$500,000 to $999,999",White,55600,9259
state,Kentucky,Firm Receipt Amount,"$500,000 to $999,999",White,51508,8680
state,Oregon,Firm Receipt Amount,"$500,000 to $999,999",White,66968,12549
state,Wisconsin,Firm Receipt Amount,"$500,000 to $999,999",White,89707,14639
national,United States,Firm Receipt Amount,"$500,000 to $999,999",White,3804739,742415
state,North Carolina,Firm Receipt Amount,"$500,000 to $999,999",White,127352,22967
state,Delaware,Firm Receipt Amount,"$500,000 to $999,999",White,11845,2434
state,Alaska,Firm Receipt Amount,"$500,000 to $999,999",White,9693,2580
state,Virginia,Firm Receipt Amount,"$500,000 to $999,999",White,92447,17276
state,Arizona,Firm Receipt Amount,"$500,000 to $999,999",White,72222,13782
state,Indiana,Firm Receipt Amount,"$500,000 to $999,999",White,81806,13907
state,Louisiana,Firm Receipt Amount,"$500,000 to $999,999",White,65144,11597
state,District of Columbia,Firm Receipt Amount,"$500,000 to $999,999",White,4940,1277
state,Georgia,Firm Receipt Amount,"$500,000 to $999,999",White,110083,21719
state,Mississippi,Firm Receipt Amount,"$500,000 to $999,999",White,37696,6010
state,Minnesota,Firm Receipt Amount,"$500,000 to $999,999",White,85331,14792
state,Iowa,Firm Receipt Amount,"$500,000 to $999,999",White,47236,7746
state,Maryland,Firm Receipt Amount,"$500,000 to $999,999",White,59765,12276
state,Utah,Firm Receipt Amount,"$500,000 to $999,999",White,50726,9476
state,Oklahoma,Firm Size,Firms with no employees,White,0,5873
state,Arizona,Firm Size,Firms with no employees,White,0,14198
state,Kansas,Firm Size,Firms with no employees,White,0,4646
state,Ohio,Firm Size,Firms with no employees,White,0,17617
state,Washington,Firm Size,Firms with no employees,White,0,17390
state,New Jersey,Firm Size,Firms with no employees,White,0,18729
state,Virginia,Firm Size,Firms with no employees,White,0,12958
state,Pennsylvania,Firm Size,Firms with no employees,White,0,20772
state,Oregon,Firm Size,Firms with no employees,White,0,9355
state,Mississippi,Firm Size,Firms with no employees,White,0,3062
state,Michigan,Firm Size,Firms with no employees,White,0,20844
state,Iowa,Firm Size,Firms with no employees,White,0,6547
state,Colorado,Firm Size,Firms with no employees,White,0,19343
state,Minnesota,Firm Size,Firms with no employees,White,0,15784
state,Florida,Firm Size,Firms with no employees,White,0,53155
state,West Virginia,Firm Size,Firms with no employees,White,0,1939
state,Massachusetts,Firm Size,Firms with no employees,White,0,15027
state,New Hampshire,Firm Size,Firms with no employees,White,0,2999
